,id,text,author_title,stemmed_text
2250,2250,von süden norden osten und west weht ein völlig neuer wind er trägt die wärme und die hoffnung ins herz wie leid wir alle kriege sind wir wollen leben ohne lähmende angst menschen sein und weiter nichts die wahrheit ist so einfach und nackt liebe dich und du liebst mich nanananana feuer macht feuer und hass macht nur hass nanananana doch liebe macht liebe und liebe macht spass nanananana wahnsinn macht wahnsinn glaubst du mir das nanananana nananana doch liebe macht liebe und liebe macht spass nanananana nananana die alten phrasen will keiner mehr hör´n helden sind doch endlich out lass mich nicht mehr von dummheit belehr´n nein rette meine haut es gibt noch inseln ganz tief in mir dorthin zieh mich zurück hab längst begriffen und die wahrheit kapiert nur liebe bringt noch glück nanananana feuer macht feuer und hass macht nur hass nanananana doch liebe macht liebe und liebe macht spass nanananana wahnsinn macht wahnsinn glaubst du mir das nanananana doch liebe macht liebe und liebe macht spass nanananana liebe macht liebe und liebe macht spass nanananana liebe macht liebe glaubst du mir das nanananana liebe macht liebe liebe macht liebe nanananana liebe macht liebe und liebe macht spass,ich_troje-liebe_macht_spass,von süden norden osten Undy westa weht ein völlig neuer winda er trägt die wärme Undy die hoffnung ins herz wiedzieć leid wir alle kriege sind wir wollen leben ohne lähmende angst menschen sein Undy weiter nichts die wahrheit ist Księga_Sofoniasza einfach Undy nackt liebe dich Undy du liebst micha nanananana feuer macht feuer Undy hassa macht nur hassa nanananana doch liebe macht liebe Undy liebe macht spass nanananana wahnsinn macht wahnsinn glaubst du mir das nanananana nananana doch liebe macht liebe Undy liebe macht spass nanananana nananana die alten phrasen willa keiner mehr hör´n helden sind doch endlich out lasso micha nicht mehr von dummheit belehr´n nein rette meine haut es:s1 gibt Noch:s1 inseln ganz tief in mir dorthin zieh micha zurück Księga_Habakuka längst begriffen Undy die wahrheit kapiert nur liebe bringt Noch:s1 glück nanananana feuer macht feuer Undy hassa macht nur hassa nanananana doch liebe macht liebe Undy liebe macht spass nanananana wahnsinn macht wahnsinn glaubst du mir das nanananana doch liebe macht liebe Undy liebe macht spass nanananana liebe macht liebe Undy liebe macht spass nanananana liebe macht liebe glaubst du mir das nanananana liebe macht liebe liebe macht liebe nanananana liebe macht liebe Undy liebe macht spass
2251,2251,zgubionych dni porzuconych myśli zapomnianych chwil chciałabym pozbierać poukładać mozaikę sen wspaniały sen osusza łzy jesteś pójdę twoją stronę oglądaj chwilę dogonię pójdę twoją stronę nieważne powiodą nieostrożne myśli twe zamknę jednym słowem drzwi będziesz wiem skoro tyle masz ważniejszych spraw zgubiłeś wiesz labiryncie swych ambicji tracisz czas choć oddalona – bliska zachowam echo tamtych pójdę,ich_troje-zawsze_pojde_w_twoja_strone,zgubić dzień:s1 porzucić myślić zapomnieć chwila chcieć pozbierać poukładać mozaika sen:s1 wspaniały sen:s1 osuszać łza być pójść twój:a strona oglądać chwila dogonić pójść twój:a strona nieważny powieść:v nieostrożny myślić twój:a zamknąć jeden:a słowo drzwi być wiedzieć skoro:d tyli mieć ważny sprawa zgubić wiedzieć labirynt swój ambicja tracić czas:v choć:c oddalony – bliski zachować echo tamten pójść
2252,2252,znać pokusę wartą grzechu serca łapią wciąż oddechu wciąż odkrywamy siebie kocham jutro razem nowy dzień pozbieraj złóż całość kochaj proszę skryj prawo prawem razem marzyć śnić niewidzialne niesłyszalne kocham tkwi wchodzę chcę blisko wchodzę dzielić swoją przyszłość wchodzę dobre złe chcę kochaj dusiłam dnia czekałem nocy ciemnej każdej gwiazd celniejszych słów splecionych ciał kamień kamieniu drogą wchodzę chcę blisko wchodzę dzielić swoją przyszłość wchodzę dobre złe chcę wchodzę chcę blisko wchodzę dzielić swoją przyszłość wchodzę dobre złe chcę kochaj,ich_troje-wchodze_za_wszystko,znać:v pokusa wart:a grzech serce łapać wciąż oddech wciąż odkrywać siebie kochać jutro:d razem nowy:a dzień:s1 pozbierać złoże całość kochać prosić skryć prawo:d1 prawo:s razem marzyć śnicie niewidzialny niesłyszalny kochać tkwieć wchodzić chcieć blisko:d wchodzić dzielić swój przyszłość wchodzić dobry:a zły:a chcieć kochać dusić dzień:s1 czekać noc ciemny każdy gwiazda celny:a1 słowo spleść ciało kamień kamień drogi:a wchodzić chcieć blisko:d wchodzić dzielić swój przyszłość wchodzić dobry:a zły:a chcieć wchodzić chcieć blisko:d wchodzić dzielić swój przyszłość wchodzić dobry:a zły:a chcieć kochać
2253,2253,day after day desperate night after another m searching for you bezpłciowa namiętność choćby grama ponętnego szelestu mur m looking for something wypełnione esencją strachu łzy rozbijają ciężkie waleczne nakłuwają serce dzień dniu tell me where are you now where are you now where are you now babe where are you now jesteś where are you now where are you now babe can t you feel feel can t you see this face twarz chcę robić krzywdy where s babe złorzeczy mojemu skarbowi szkaradne widma łodzi wypływają razem spotkanie śmierci wiosłuje bezsilność m searching for dove where are you now jesteś babe where are you now wciąż szukam where are you now can t you feel czujesz can t you see czuję wiem sprawa zaginionej laty dziewczyny jeanny uznanej zamordowaną jednym mieszkań inowrocławiu odnaleziono ciało letniego michała zbiegłego zakładu psychiatrycznego łodzi paznokciami zmarłego odnaleziono obce próbki dna testy jednoznacznie wskazują jeanny żyje wznowiono poszukiwania where are you now where are you now babe powiedz jesteś widzisz przykro czuję widzę jesteś babe czujesz nadal szukam,ich_troje-jeanny_part_4,day after day desperate night after another metr searching for you bezpłciowy namiętność choćby:q gram ponętny szelest mur metr looking for something wypełnić esencja strach:s1 łza rozbijać ciężki waleczny:a nakłuwać serce dzień:s1 dzień:s1 tell mój:a where are you now where are you now where are you now babe where are you now być where are you now where are you now babe can tona you feel feel can tona you see this Fac:s1 twarz chcieć robić krzywda where sekunda babe złorzeczyć mój:a skarbowy szkaradny widma łódź wypływać:v2 razem spotkanie śmierć wiosłować bezsilność metr searching for dove where are you now być babe where are you now wciąż szukać where are you now can tona you feel czuć:v can tona you see czuć:v wiedzieć sprawa zaginiony:a rok:s1 dziewczyna jeanny uznany zamordować jeden:a mieszkanie Inowrocław odnaleźć ciało letni Michał zbiegły:a zakład psychiatryczny łódź paznokieć zmarły:a odnaleźć obcy:a próbka dna test jednoznacznie wskazywać jeanny żyć wznowić poszukiwanie where are you now where are you now babe powiedzieć być widzieć przykro czuć:v widzieć być babe czuć:v nadal szukać
2254,2254,usiadłem stole całkiem telewizor włączyłem chłam gadające głowy pełne żłoby pchaj człowieku wózek wzrok poniesie całym świecie byle byle same byle oknem powoli nastaje dzień musimy wózek pchać nikt pyta chcemy biec mamy gnać mamy gnać mamy gnać oknem kolejny nastał dzień wózek pchać stolicy panowie zbierają brać brać brać przyjdzie kiedyś dzień skończy wreszcie zły sen zagrają święci drzwi otworzą mgle zagrają święci drzwi otworzą mgle oknem powoli nastaje dzień musimy wózek pchać nikt pyta chcemy biec mamy gnać mamy gnać mamy gnać oknem kolejny nastał dzień wózek pchać stolicy panowie zbierają brać brać brać oknem powoli nastaje dzień musimy wózek pchać nikt pyta chcemy biec mamy gnać mamy gnać mamy gnać kolejny nastał dzień roboty musimy wstać stolicy panowie zbierają brać brać brać,ich_troje-za_oknem,usiąść stola całkiem telewizor włączyć chłam gadać głowa pełny żłób:s2 pchać człowiek wózek wzrok ponieść cały świat byle:q byle:q sam:a byle:q okno powoli nastawać dzień:s1 musieć wózek pchać nikt pytać chcieć biec mama gnać mama gnać mama gnać okno kolejny nastać:v1 dzień:s1 wózek pchać stolica pan zbierać brać:s brać:s brać:s przyjść kiedy:c dzień:s1 skończyć wreszcie zły:a sen:s1 zagrać święty:a drzwi otworzyć mgła zagrać święty:a drzwi otworzyć mgła okno powoli nastawać dzień:s1 musieć wózek pchać nikt pytać chcieć biec mama gnać mama gnać mama gnać okno kolejny nastać:v1 dzień:s1 wózek pchać stolica pan zbierać brać:s brać:s brać:s okno powoli nastawać dzień:s1 musieć wózek pchać nikt pytać chcieć biec mama gnać mama gnać mama gnać kolejny nastać:v1 dzień:s1 roboty musieć wstać stolica pan zbierać brać:s brać:s brać:s
2255,2255,siedzę stole tato piszę najdłuższy życiu list choć prawo wiedzieć kiedyś powiesz choć jesteś czuję blisko wiesz porażką odejść zostać wstyd zatańczmy raz biją dzwony świt zatańczmy raz tango straconych zatańczmy raz biją dzwony świt zatańczmy raz tango straconych wiesz szesnaście minęło byłem wiesz wylałem ni jednej łzy przykro wybacz ojcze czas goi rany wieczność chwilę trwa porażką odejść zostać wstyd zatańczmy raz biją dzwony świt zatańczmy raz tango straconych zatańczmy raz biją dzwony świt zatańczmy raz tango straconych zasnąłem tuż dębem żołędzi wtulony świeży mech poczekać chcę spotkajmy zatańczmy raz biją dzwony świt zatańczmy raz tango straconych zatańczmy raz biją dzwony świt zatańczmy raz tango straconych,ich_troje-tango_straconych,siedzieć stola tato pisać długi życie list choć:c prawo:d1 wiedzieć kiedy:c powiedzieć choć:c być czuć:v blisko:d wiedzieć porażka odejście zostać wstyd:v zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a wiedzieć szesnaście minąć być wiedzieć wylać ni:s jeden:a łza przykro wybaczyć ojciec czas:v goić rany:a wieczność chwila trwać porażka odejście zostać wstyd:v zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a zasnąć tuż:d dąb żołądź:s1 wtulić świeży mech poczekać chcieć spotkać zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a zatańczyć raz:s1 bić dzwony świt zatańczyć raz:s1 tango stracony:a
2256,2256,zez kram mokro piękno zna zna twoją twarz zabójczy wzrok masz poczuł smak twych dzikich ust miał wielki fart wielki biust wystarczy raz nakarmić oddam raz razem ciała splątane pnączem pięknych dni raz spadochronu liść wietrze drży rozbierasz kotem wrrr myszką zaciskam wyrwiesz marzenia wiodą byle jesteś kogo oddaję oddała bym kobietą skaz tłuczonych waz,ich_troje-jeszcze_tylko_raz,zez kram mokro:d piękno znać:v znać:v twój:a twarz zabójczy wzrok mieć poczuć smak twój:a dziki:a usta mieć wielki:a fart wielki:a biust wystarczyć raz:s1 nakarmić oddać raz:s1 razem ciało splątać pnącze piękny dzień:s1 raz:s1 spadochron liść wiatr drżeć rozbierać kot:s1 wrrr myszka zaciskać:v2 wyrwać marzenia wieść:v byle:q być koga oddawać oddać by:q kobieta skaza tłuc waza
2257,2257,für mich war’s zu ende endgültig aus und vorbei da geht mein gottverdammtes händy morgens um drei das kannst doch nur du sein hab noch sauer gedacht da sagst du schon hey komm doch rüber jetzt bist du wach es fiel mir nichts rein gar nichts ein da musst laut vor freude schrei’n denn du bist die rettung dieser nacht nur mit dir zusammen ganz egal um welche zeit will da sein da wo du bist bin’s alleinsein jetzt schon leid nur mit dir zusammen sieben nächte ohne schlaf will nur da sein da wo du bist nur wo du bist macht das leben richtig spaβ bin schon raus aus den federn spring grad in meine jeans einmal noch kurz durch meine haare mehr ist nicht drin hey lauf m jetzt bestimmt unter und mein herzschlag überschlägt sich gleich werd dich seh’n und jetzt ist es zum glück nicht wahr dass es mit uns zu ende war es wird mit uns zwei noch weitergeh’n nur mit dir zusammen ganz egal um welche zeit will da sein da wo du bist bin’s alleinsein jetzt schon leid nur mit dir zusammen sieben nächte ohne schlaf will nur da sein da wo du bist nur wo du bist macht das leben richtig spaβ,ich_troje-nur_mit_dir,für micha war zu ende endgültig aus Undy vorbei dać geht mein gottverdammtes händy morgens um Dreja:s1 das kannst doch nur du sein Księga_Habakuka Noch:s1 Sauer:s1 gedacht dać sagst du schon hey komm doch rüber jetzt bist du wacha es:s1 fiel mir nichts rein gar nichts ein dać musst laut vor freude schrei denn du bist die rettung dieser nacht nur mit dir zusammen ganz egal um welche zeit willa dać sein dać wo du bist bin alleinsein jetzt schon leid nur mit dir zusammen sieben nächte ohne schlaf willa nur dać sein dać wo du bist nur wo du bist macht das leben richtig spaβ bin schon Raus:s2 aus dna federn spring grad:s1 in meine jeans einmal Noch:s1 kurz durch meine haare mehr ist nicht drin hey lauf metr jetzt bestimmt unter Undy mein herzschlag überschlägt si:a Gleich:s1 Werda:s2 dich seh Undy jetzt ist es:s1 zum glück nicht wahr dass es:s1 mit uns zu ende war es:s1 wird mit uns zwei Noch:s1 weitergeh nur mit dir zusammen ganz egal um welche zeit willa dać sein dać wo du bist bin alleinsein jetzt schon leid nur mit dir zusammen sieben nächte ohne schlaf willa nur dać sein dać wo du bist nur wo du bist macht das leben richtig spaβ
2258,2258,noc noc miły głos powiek gładzi brzeg cicho głowie brzmi lekko kładzie tuż noc noc sen księżyca nurt przesuwa drzwi rano nikogo złego znaleźć rym słów cudnych naiwnych baśń złego iść dym miejsc twe ciało kraść młodym marzyć miłość zdarzy wstyd wstyd młodym kochać potem głupio szlochać wstyd wstyd wstyd wstyd wstyd wstyd dzień dzień głos znam ścianą tuż niczym sercu szum prostą swą melodią kusi dzień dzień uśmiech okno wbija płynie poprzez tłum patrze widzieć musisz złego znaleźć rym słów opiszą lepszy świat złego iść dym miejsc rozbawi ślad młodym marzyć miłość zdarzy wstyd wstyd młodym kochać potem głupio szlochać wstyd wstyd wstyd wstyd wstyd poduszki przytulona szukam twoich słów banalnie myśląc patrzę okno choć niemądre chwile choć tyle wstyd wstyd wstyd wstyd wstyd wstyd,ich_troje-mlodosc_to_nie_wstyd,noc noc miły:a głos powieka gładzić brzeg cicho głowa brzmieć:v1 lekko kład tuż:d noc noc sen:s1 księżyc nurt przesuwać drzwi rano:d nikt zły:a znaleźć rym:s słowo cudny naiwny baśń zły:a iścić dym miejsce twój:a ciało kraść młody:a marzyć miłość zdarzyć:v1 wstyd:v wstyd:v młody:a kochać potem głupio szlochać wstyd:v wstyd:v wstyd:v wstyd:v wstyd:v wstyd:v dzień:s1 dzień:s1 głos znać:v ściana tuż:d nic serce szum prosty:a swój melodia kusy:a dzień:s1 dzień:s1 uśmiech okno wbijać płynąć poprzez tłum pater widzieć musieć zły:a znaleźć rym:s słowo opisać dobry:a świat zły:a iścić dym miejsce rozbawić ślad młody:a marzyć miłość zdarzyć:v1 wstyd:v wstyd:v młody:a kochać potem głupio szlochać wstyd:v wstyd:v wstyd:v wstyd:v wstyd:v poduszka przytulić szukać twój:a słowo banalnie myśleć patrzeć okno choć:c niemądry chwila choć:c tyli wstyd:v wstyd:v wstyd:v wstyd:v wstyd:v wstyd:v
2259,2259,szerokimi ulicami skrada samotnie nocami pręgowane szare futro wie jutro przemyka zgrabnie drzewami potrafi zadrzeć wszystkimi psami bezczelną miną kotki zachwyca nocą ulica aaaaaaa prawda nocą spać mały duży kociak wie świat nocą bawi kot włóczy rok sprawy zabawy wypija cztery kawy potem idzie noc speed daje wielką moc wie żyć słodka wesoła stara udawać anioła same szare futro chce wiedzieć jutro dosyć zabawy dba wyłącznie własne sprawy prawo ogranicza mów robić kocica aaaaaaa prawda nocą spać mały duży kociak wie świat nocą bawi wysypia dnia roboty koty czeka czeka szok kolejny skok bok wie żyć aaaaaaa prawda nocą spać mały duży kociak wie świat nocą bawi,ich_troje-kot,szeroki ulica skradać:v1 samotnie noc pręgowany szary futro wiedzieć jutro:d przemykać zgrabnie drzewo potrafić:v1 zadrzeć wszyscy pies:s1 bezczelny minąć kotka zachwycać noc ulica aaaaaaa prawda:s noc spać mały:a duży kociak wiedzieć świat noc bawić kot:s1 włóczyć:v1 rok:s1 sprawa zabawa wypijać cztery kawa potem id noc speed dawać wielki:a moc:s wiedzieć życie słodki wesoły stary:a udawać anioł sam:a szary futro chcieć wiedzieć jutro:d dosyć:v zabawa dbać wyłącznie:d własny sprawa prawo:d1 ograniczać mowa robić kocica aaaaaaa prawda:s noc spać mały:a duży kociak wiedzieć świat noc bawić wysypiać dzień:s1 roboty kot:s1 czekać czekać szok kolejny skok bok wiedzieć życie aaaaaaa prawda:s noc spać mały:a duży kociak wiedzieć świat noc bawić
